0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,18,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,18,18,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18,10,18,6,13,4,4,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,10,10,0,1,5,4,5,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,16,10,13,0,5,5,5,5,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,16,18,2,6,5,4,1,4,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,13,0,4,1,6,12,6,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,4,0,0,6,2,6,6,6,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,2,15,13,1,0,0,2,6,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,6,1,2,2,0,2,6,1,0,0,0,0,0
0,0,0,0,2,2,2,2,2,5,2,0,5,5,4,0,6,5,1,5,0,0,0,0
0,0,0,5,6,6,5,5,2,6,6,2,6,2,2,2,6,4,6,2,0,0,0,0
0,0,0,0,6,6,2,6,2,6,6,5,1,2,2,1,3,2,0,1,0,0,0,0
5,0,0,0,2,5,5,3,2,6,6,6,6,6,5,1,5,2,0,1,0,0,0,0
0,6,3,5,4,2,6,6,1,2,5,6,2,6,5,1,5,1,6,3,0,0,0,0
0,0,0,0,0,6,5,6,5,6,6,6,2,5,1,1,6,2,6,2,4,0,0,0
0,0,0,0,0,0,5,6,4,5,5,6,6,6,6,3,5,2,5,4,0,0,0,0
0,0,0,0,0,0,0,6,6,6,6,5,1,2,4,5,6,6,1,3,0,0,0,0
0,0,0,0,0,0,0,0,2,3,4,4,3,4,6,2,6,2,4,1,3,4,8,0
0,0,0,0,0,0,0,2,5,6,6,6,6,5,5,6,2,4,6,2,0,0,0,0
0,0,0,0,0,0,6,6,6,3,6,5,6,4,2,3,6,5,2,4,0,0,0,0
0,0,0,0,0,0,0,2,2,4,6,2,2,8,5,2,2,4,5,8,0,0,0,0
0,0,0,2,5,0,0,2,6,6,6,0,8,8,6,2,3,5,1,0,0,0,0,0
0,0,0,3,6,5,2,2,6,6,0,0,0,0,6,5,0,3,0,0,0,0,0,0
0,0,0,6,2,5,3,2,6,2,0,0,0,3,6,2,0,0,0,0,0,0,0,0
0,0,3,4,6,5,2,5,4,4,6,6,6,3,1,6,3,2,0,0,0,0,0,0
0,0,6,3,2,0,0,5,6,6,6,6,0,5,3,3,5,2,0,0,0,0,0,0
0,0,0,0,0,0,6,0,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
