0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,18,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,9,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,18,18,13,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,4,4,13,6,18,10,18,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,5,4,5,1,0,10,10,10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,5,5,5,5,0,13,10,16,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,4,1,4,5,6,2,18,16,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,6,12,6,1,4,0,13,10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,6,6,6,2,6,0,0,4,4,0,0,0,0,0
0,0,0,0,0,6,2,0,0,1,13,15,2,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,6,2,0,2,2,1,6,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,1,5,6,0,4,5,5,0,2,5,2,2,2,2,2,0,0,0,0
0,0,0,0,2,6,4,6,2,2,2,6,2,6,6,2,5,5,6,6,5,0,0,0
0,0,0,0,1,0,2,3,1,2,2,1,5,6,6,2,6,2,6,6,0,0,0,0
0,0,0,0,1,0,2,5,1,5,6,6,6,6,6,2,3,5,5,2,0,0,0,5
0,0,0,0,3,6,1,5,1,5,6,2,6,5,2,1,6,6,2,4,5,3,6,0
0,0,0,4,2,6,2,6,1,1,5,2,6,6,6,5,6,5,6,0,0,0,0,0
0,0,0,0,4,5,2,5,3,6,6,6,6,5,5,4,6,5,0,0,0,0,0,0
0,0,0,0,3,1,6,6,5,4,2,1,5,6,6,6,6,0,0,0,0,0,0,0
0,8,4,3,1,4,2,6,2,6,4,3,4,4,3,2,0,0,0,0,0,0,0,0
0,0,0,0,2,6,4,2,6,5,5,6,6,6,6,5,2,0,0,0,0,0,0,0
0,0,0,0,4,2,5,6,3,2,4,6,5,6,3,6,6,6,0,0,0,0,0,0
0,0,0,0,8,5,4,2,2,5,8,2,2,6,4,2,2,0,0,0,0,0,0,0
0,0,0,0,0,1,5,3,2,6,8,8,0,6,6,6,2,0,0,5,2,0,0,0
0,0,0,0,0,0,3,0,5,6,0,0,0,0,6,6,2,2,5,6,3,0,0,0
0,0,0,0,0,0,0,0,2,6,3,0,0,0,2,6,2,3,5,2,6,0,0,0
0,0,0,0,0,0,2,3,6,1,3,6,6,6,4,4,5,2,5,6,4,3,0,0
0,0,0,0,0,0,2,5,3,3,5,0,6,6,6,6,5,0,0,2,3,6,0,0
0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,0,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
