0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,9,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,10,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,18,13,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,10,8,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,10,0,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,4,0,3,6,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,5,5,2,0,0,2,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,2,2,0,6,6,0,2,5,5,0,0,0,0,0,0,0,0,0
0,0,0,2,5,5,2,6,5,4,2,0,3,5,2,0,0,0,0,0,6,3,4,0
0,0,2,5,1,6,2,5,5,2,5,3,6,1,5,2,4,3,6,5,0,0,0,0
0,0,2,5,5,3,2,5,5,5,5,2,3,4,6,6,5,2,0,0,0,0,0,0
0,0,0,4,6,2,2,6,6,6,6,6,6,5,5,2,0,0,0,0,0,0,0,0
0,0,0,0,5,5,3,2,5,5,5,4,2,1,2,3,8,0,0,0,0,0,0,0
0,0,0,0,5,5,5,1,5,3,6,3,5,3,3,2,0,0,0,0,0,0,0,2
0,0,2,4,4,5,2,5,6,6,5,0,5,1,5,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,2,2,5,6,8,5,5,5,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,5,5,6,5,4,2,5,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,6,5,5,2,4,4,6,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,2,1,5,5,2,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,6,6,0,4,3,3,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,6,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,5,2,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,5,5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,2,5,6,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,2,4,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
